sample_id,grid_id,state,date,latitude,longitude,label,sample_type,rain_1d_mm,rain_3d_mm,rain_7d_mm,rain_14d_mm,rain_30d_mm,rain_max_1h_mm,rain_max_24h_mm,soil_moisture_surface,soil_moisture_root,soil_moisture_7d_mean,elevation_m,slope_degrees,aspect_degrees,ndvi,ndmi,month_sin,month_cos,aspect_sin,aspect_cos,sensor_soil_moisture,sensor_observed,soil_moisture_best,first_ingested_at,last_updated_at
S0000016,ASS_26.36856_89.91296,Assam,2015-01-01,26.36855760147769,89.91295584635769,0,background_control,0.0,0.0,0.0,0.0,0.62,,0.57,0.64,0.6,0.6442857142857144,41.04375457763672,1.2593522886167623,327.08091100946217,,,0.49999999999999994,0.8660254037844387,-0.543454152369407,0.8394388508238402,,0,0.64,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000017,ASS_26.45006_91.50000,Assam,2015-01-01,26.450059087754227,91.5,0,background_control,0.0,0.0,0.0,0.0,0.13,,0.09,0.66,0.63,0.6614285714285714,57.1220817565918,4.4461735466635455,2.490509520453429,,,0.49999999999999994,0.8660254037844387,0.04345390430471427,0.9990554329969267,,0,0.66,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000018,ASS_26.46251_92.50000,Assam,2015-01-01,26.46250563817256,92.5,0,background_control,0.0,0.0,0.0,0.0,0.7800000000000001,,0.54,0.58,0.6,0.5842857142857143,58.42420959472656,0.5665853608405763,103.32663708539735,,,0.49999999999999994,0.8660254037844387,0.9730718163741756,-0.2305021478821023,,0,0.58,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000019,ASS_26.53414_93.50000,Assam,2015-01-01,26.534137964109377,93.5,0,background_control,0.0,0.0,0.0,0.0,3.21,,2.76,0.67,0.65,0.6742857142857143,175.15724182128906,15.509975511280814,5.3726313691009295,,,0.49999999999999994,0.8660254037844387,0.09363274980768627,0.9956068039961615,,0,0.67,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000020,ASS_26.57756_94.20660,Assam,2015-01-01,26.577555236292792,94.20659942030144,0,background_control,0.0,0.0,0.0,0.0,3.5999999999999996,,3.02,0.75,0.72,0.7528571428571428,96.64303588867188,0.7638336362768414,131.65359338893597,,,0.49999999999999994,0.8660254037844387,0.7471767394234288,-0.6646253982993531,,0,0.75,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000021,ASS_27.16682_93.91185,Assam,2015-01-01,27.16681555337311,93.91184658981165,0,background_control,0.0,0.0,0.0,0.0,4.3500000000000005,,3.5,0.71,0.67,0.7171428571428571,106.0760498046875,2.5400293768055087,349.46108519202096,,,0.49999999999999994,0.8660254037844387,-0.18290330181019207,0.9831309079603437,,0,0.71,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000022,ASS_27.48653_95.43650,Assam,2015-01-01,27.4865260556007,95.43650453706029,0,background_control,0.0,0.0,0.0,0.0,2.05,,1.08,0.69,0.66,0.6957142857142856,126.24071502685547,0.552551921588126,206.78696068662126,,,0.49999999999999994,0.8660254037844387,-0.45067439527128306,-0.8926884055743434,,0,0.69,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000023,MAN_23.96091_93.89286,Manipur,2015-01-01,23.960912656613417,93.89286205702646,0,background_control,0.18,0.24,0.24,0.24,1.39,,0.76,0.48,0.49,0.48,2155.224609375,14.955686728844755,20.16714107598716,,,0.49999999999999994,0.8660254037844387,0.3447599198621886,0.9386908956928353,,0,0.48,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000024,MAN_24.49921_93.51815,Manipur,2015-01-01,24.499214154841862,93.51814910936424,0,background_control,0.07,0.07,0.07,0.07,1.18,,0.72,0.51,0.53,0.5114285714285713,707.7734985351562,21.477792280225525,318.9417388793784,,,0.49999999999999994,0.8660254037844387,-0.6568261148967066,0.7540420775989217,,0,0.51,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000025,MAN_24.50063_94.21625,Manipur,2015-01-01,24.500627572659056,94.21625063000734,0,background_control,0.05,0.060000000000000005,0.060000000000000005,0.060000000000000005,1.56,,0.6,0.48,0.51,0.4828571428571428,979.6470336914062,23.956972704496778,271.05417166098556,,,0.49999999999999994,0.8660254037844387,-0.9998307474727339,0.018397728341134217,,0,0.48,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000026,MAN_25.28465_93.82622,Manipur,2015-01-01,25.284653040346207,93.82621555970356,0,background_control,0.0,0.0,0.0,0.0,1.28,,0.38,0.6,0.61,0.6,1985.6649169921875,17.05926411388403,349.72836541437954,,,0.49999999999999994,0.8660254037844387,-0.17831510138219012,0.9839734369478982,,0,0.6,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000027,MEG_25.43238_89.91664,Meghalaya,2015-01-01,25.432379089797916,89.9166400189115,0,background_control,0.0,0.0,0.0,0.0,0.05,,0.05,0.54,0.54,0.5471428571428572,93.05282592773438,14.570348212477434,264.27977034051145,,,0.49999999999999994,0.8660254037844387,-0.9950204407017901,-0.09967107195979868,,0,0.54,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000028,MEG_25.46472_91.50000,Meghalaya,2015-01-01,25.464722977570478,91.5,0,background_control,0.0,0.0,0.0,0.0,0.27,,0.27,0.78,0.75,0.7800000000000001,1645.0040283203125,17.428620608230343,297.00957546652336,,,0.49999999999999994,0.8660254037844387,-0.8909306393015411,0.45413940145482545,,0,0.78,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000029,MEG_26.03916_92.16823,Meghalaya,2015-01-01,26.039159319673306,92.16823246632546,0,background_control,0.0,0.0,0.0,0.0,0.03,,0.01,0.74,0.72,0.7514285714285714,358.4960021972656,25.421445141656065,134.15803278568603,,,0.49999999999999994,0.8660254037844387,0.717421065072619,-0.6966398031910529,,0,0.74,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000030,MIZ_22.50001_92.77362,Mizoram,2015-01-01,22.500011656650834,92.77361565119583,0,background_control,1.83,2.14,2.14,2.14,2.18,,1.83,0.5,0.5,0.5014285714285714,142.84812927246094,14.25590950808283,88.80022908871706,,,0.49999999999999994,0.8660254037844387,0.9997807672020285,0.020938422407702568,,0,0.5,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000031,MIZ_22.52844_93.05343,Mizoram,2015-01-01,22.52844073368008,93.05343494989413,0,background_control,1.46,2.29,2.29,2.29,2.35,,1.46,0.43,0.49,0.42142857142857143,1031.376953125,34.987850070299984,335.2077019769073,,,0.49999999999999994,0.8660254037844387,-0.41933005080000496,0.9078338551167087,,0,0.43,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000032,MIZ_23.49961_93.19722,Mizoram,2015-01-01,23.499613334827238,93.19721938657221,0,background_control,0.47,0.6599999999999999,0.6599999999999999,0.6599999999999999,1.8,,0.87,0.44,0.5,0.44,1094.6815185546875,28.72035951803062,261.72295975430256,,,0.49999999999999994,0.8660254037844387,-0.9895835565132072,-0.14395966337371102,,0,0.44,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000033,MIZ_23.50008_92.65989,Mizoram,2015-01-01,23.500080164095788,92.65989095492243,0,background_control,0.4,0.55,0.55,0.55,3.51,,2.92,0.54,0.52,0.5414285714285715,252.241943359375,7.413340741560197,237.71710270040063,,,0.49999999999999994,0.8660254037844387,-0.845421298901466,-0.5341000162551561,,0,0.54,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000034,MIZ_24.05569_93.04875,Mizoram,2015-01-01,24.055685625175393,93.0487472035463,0,background_control,0.19,0.26,0.26,0.26,1.8800000000000001,,1.31,0.49,0.51,0.48571428571428565,863.9959716796875,33.41924935907834,289.49727439137627,,,0.49999999999999994,0.8660254037844387,-0.9426573694998092,0.33376201660419696,,0,0.49,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000035,NAG_25.72341_94.49837,Nagaland,2015-01-01,25.723406881557672,94.49837019820876,0,background_control,0.0,0.0,0.0,0.0,1.74,,0.62,0.7,0.69,0.7014285714285714,929.335205078125,31.682612402951214,351.276918678434,,,0.49999999999999994,0.8660254037844387,-0.15165901783904642,0.9884328719281325,,0,0.7,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000036,NAG_26.47325_94.66003,Nagaland,2015-01-01,26.473246568355727,94.66003217037962,0,background_control,0.0,0.0,0.0,0.0,3.5999999999999996,,3.02,0.75,0.72,0.7528571428571428,697.338134765625,30.74700900648325,62.09030368116356,,,0.49999999999999994,0.8660254037844387,0.8836864284129394,0.4680793695932165,,0,0.75,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000037,NAG_26.50039_95.04981,Nagaland,2015-01-01,26.500386961324374,95.04981360680857,0,background_control,0.0,0.0,0.0,0.01,3.37,,2.29,0.78,0.75,0.7800000000000001,1431.083984375,29.546120053382666,117.98333419803498,,,0.49999999999999994,0.8660254037844387,0.8830841121618577,-0.4692147172108986,,0,0.78,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000038,SIK_27.53992_88.41733,Sikkim,2015-01-01,27.53992398454492,88.41732795674149,0,background_control,0.0,0.0,0.0,0.0,4.67,,2.3,0.67,0.67,0.6742857142857143,2356.464599609375,36.86390818046891,142.93558051389124,,,0.49999999999999994,0.8660254037844387,0.6027125741470054,-0.7979583654333667,,0,0.67,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000039,SIK_28.06396_88.66320,Sikkim,2015-01-01,28.063963426655356,88.66320482349893,0,background_control,0.0,0.0,0.0,0.0,3.5300000000000002,,1.71,0.62,0.63,0.62,5073.97900390625,18.915189111841514,186.29592127739423,0.030042918454935622,-0.01809598741148702,0.49999999999999994,0.8660254037844387,-0.10966355357661536,-0.9939687646082993,,0,0.62,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000040,TRI_24.26443_92.10589,Tripura,2015-01-01,24.264431746654314,92.10588750654011,0,background_control,0.02,0.02,0.02,0.02,7.159999999999999,,7.13,0.58,0.58,0.5914285714285714,80.36682891845703,6.868604077764689,69.70673669809042,0.000772916988715412,0.08831110613022526,0.49999999999999994,0.8660254037844387,0.9379297199771072,0.346825374480682,,0,0.58,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000041,ARU_26.82550_95.36366,Arunachal Pradesh,2015-01-08,26.825497329448186,95.36365693297202,0,background_control,0.38,0.4,6.549999999999999,6.549999999999999,8.29,,4.99,0.75,0.73,0.7585714285714286,593.5164184570312,23.230277215468472,220.8919951950919,,,0.49999999999999994,0.8660254037844387,-0.6546352068871827,-0.7559449357617098,,0,0.75,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000042,ARU_26.94504_92.27211,Arunachal Pradesh,2015-01-08,26.945037056773057,92.27210612350862,0,background_control,0.01,0.01,6.409999999999999,6.409999999999999,6.59,,4.85,0.71,0.67,0.7114285714285714,503.1544494628906,9.372192845927497,176.36285392169566,,,0.49999999999999994,0.8660254037844387,0.06343754834439624,-0.9979858102498514,,0,0.71,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000043,ARU_26.95669_93.14977,Arunachal Pradesh,2015-01-08,26.956694018457473,93.14976906295087,0,background_control,0.02,0.02,7.79,7.79,8.379999999999999,,6.67,0.66,0.63,0.6657142857142857,182.16392517089844,2.4069501319943964,40.82638035730076,,,0.49999999999999994,0.8660254037844387,0.6537690734800777,0.756694124835789,,0,0.66,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000044,ARU_27.17931_95.73208,Arunachal Pradesh,2015-01-08,27.179305092334467,95.73207583829574,0,background_control,0.38,0.4,6.549999999999999,6.549999999999999,8.29,,4.99,0.75,0.73,0.7585714285714286,940.6253051757812,33.73135029164712,34.70410998915327,,,0.49999999999999994,0.8660254037844387,0.569338496695525,0.8221032028769135,,0,0.75,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000045,ARU_27.56784_96.45341,Arunachal Pradesh,2015-01-08,27.567844874071163,96.45340528813233,0,background_control,0.34,0.36000000000000004,4.569999999999999,4.569999999999999,9.629999999999999,,4.73,0.63,0.61,0.6342857142857143,750.3697509765625,8.563392401144776,175.63810157009618,,,0.49999999999999994,0.8660254037844387,0.07605597327733102,-0.9971035497524006,,0,0.63,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000046,ARU_27.61909_92.50000,Arunachal Pradesh,2015-01-08,27.619090461843506,92.5,0,background_control,0.07,0.09000000000000001,4.66,4.66,4.84,,3.22,0.73,0.7,0.7299999999999999,2950.288330078125,18.306068675624974,236.82579265076697,,,0.49999999999999994,0.8660254037844387,-0.8370107233831756,-0.5471864846115746,,0,0.73,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000047,ARU_27.66209_91.79024,Arunachal Pradesh,2015-01-08,27.66208933085052,91.79023991217363,0,background_control,0.21,0.25,4.37,4.37,4.6499999999999995,,1.64,0.71,0.68,0.71,3996.913818359375,31.71876832594138,258.0526027052089,,,0.49999999999999994,0.8660254037844387,-0.9783380701992794,-0.20701357539724252,,0,0.71,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000048,ARU_27.66640_93.50000,Arunachal Pradesh,2015-01-08,27.666403549395973,93.5,0,background_control,0.0,0.04,6.31,6.31,7.6499999999999995,,5.17,0.72,0.69,0.7228571428571428,1917.9014892578125,13.350329024116382,227.1393479507944,,,0.49999999999999994,0.8660254037844387,-0.7330102119454871,-0.6802176336905947,,0,0.72,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000049,ARU_27.66668_94.36008,Arunachal Pradesh,2015-01-08,27.666676186984134,94.36008060632957,0,background_control,0.02,0.08,5.729999999999999,5.729999999999999,6.869999999999999,,4.76,0.6,0.6,0.6114285714285713,658.5995483398438,23.439107805984364,252.08896199666452,,,0.49999999999999994,0.8660254037844387,-0.9515351741220844,-0.3075399362821916,,0,0.6,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000050,ARU_27.85186_97.09765,Arunachal Pradesh,2015-01-08,27.85186130388809,97.09764501143306,0,background_control,0.83,0.86,3.8,3.8,8.84,,4.34,0.71,0.7,0.7157142857142856,2935.28125,39.16718187531672,109.87485566441615,,,0.49999999999999994,0.8660254037844387,0.9404374125174781,-0.3399668706468774,,0,0.71,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000051,ARU_28.13329_92.85102,Arunachal Pradesh,2015-01-08,28.133293183346048,92.85101528722387,0,background_control,0.07,0.1,3.8699999999999997,3.8699999999999997,4.39,,2.91,0.72,0.7,0.7285714285714285,5143.36181640625,35.404651562629766,305.69533284734007,,,0.49999999999999994,0.8660254037844387,-0.8121310578194025,0.5834750593856932,,0,0.72,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000052,ARU_28.18175_97.17837,Arunachal Pradesh,2015-01-08,28.181746389964097,97.17836655063724,0,background_control,0.83,0.86,3.8,3.8,8.84,,4.34,0.71,0.7,0.7157142857142856,3597.5185546875,41.73443823588825,94.88967271560017,,,0.49999999999999994,0.8660254037844387,0.9963606759892221,-0.08523733537775807,,0,0.71,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000053,ARU_28.38885_93.61436,Arunachal Pradesh,2015-01-08,28.388853336410442,93.6143576142602,0,background_control,0.06,0.16999999999999998,3.83,3.83,4.3599999999999985,,1.95,0.73,0.71,0.7371428571428572,2263.673095703125,44.335634400985626,94.65876655992014,,,0.49999999999999994,0.8660254037844387,0.9966960965380269,-0.08122124811808906,,0,0.73,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000054,ARU_29.17276_94.58305,Arunachal Pradesh,2015-01-08,29.172760687559027,94.58304979180528,0,background_control,0.05,0.21000000000000002,3.76,3.76,4.14,,2.39,0.72,0.69,0.7199999999999999,4518.39306640625,30.95279690728611,244.2802584546583,,,0.49999999999999994,0.8660254037844387,-0.9009275484469703,-0.4339695294019292,,0,0.72,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000055,ARU_29.23082_96.12554,Arunachal Pradesh,2015-01-08,29.23081610666449,96.12554113055018,0,background_control,0.17,0.22000000000000003,2.9799999999999995,2.9799999999999995,5.13,,1.99,0.72,0.69,0.7199999999999999,3464.66943359375,8.179461393854096,286.4079730019738,,,0.49999999999999994,0.8660254037844387,-0.9592746759882897,0.2824749475751108,,0,0.72,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000056,ASS_24.70098_93.04128,Assam,2015-01-08,24.700979544202536,93.04128344645696,0,background_control,1.57,1.57,16.650000000000002,16.71,18.080000000000002,,11.56,0.52,0.54,0.53,146.80624389648438,31.086777730874573,285.3308388955387,,,0.49999999999999994,0.8660254037844387,-0.9644152516469768,0.2643921753583082,,0,0.52,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000057,ASS_25.49997_93.18353,Assam,2015-01-08,25.49996522582478,93.18352637882361,0,background_control,1.02,1.02,15.549999999999999,15.549999999999999,16.29,,10.94,0.65,0.65,0.6571428571428573,219.3251190185547,2.7207275805503057,296.3179834333766,,,0.49999999999999994,0.8660254037844387,-0.8963473194180228,0.44335254930148427,,0,0.65,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000058,ASS_25.86133_91.33825,Assam,2015-01-08,25.861326240364143,91.33824656205246,0,background_control,0.0,0.0,7.24,7.24,7.2700000000000005,,6.4,0.7,0.66,0.702857142857143,125.00724792480469,15.047435499894785,48.002259560034986,,,0.49999999999999994,0.8660254037844387,0.7431712132441382,0.6691012986127255,,0,0.7,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000059,ASS_25.92252_90.04280,Assam,2015-01-08,25.92252109996218,90.04280371540271,0,background_control,0.0,0.0,13.03,13.03,13.14,,6.95,0.6,0.57,0.6114285714285713,27.9913272857666,0.20014931101926053,286.73168176868285,,,0.49999999999999994,0.8660254037844387,-0.9576634520864123,0.28789010496704437,,0,0.6,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000060,ASS_26.36856_89.91296,Assam,2015-01-08,26.36855760147769,89.91295584635769,0,background_control,0.02,0.04,12.37,12.37,12.989999999999997,,8.01,0.63,0.6,0.6457142857142858,41.04375457763672,1.2593522886167623,327.08091100946217,,,0.49999999999999994,0.8660254037844387,-0.543454152369407,0.8394388508238402,,0,0.63,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000061,ASS_26.37148_90.50000,Assam,2015-01-08,26.371482980908013,90.5,0,background_control,0.0,0.0,9.98,9.98,10.379999999999999,,4.95,0.69,0.66,0.6985714285714284,44.42151641845703,0.2625799958011376,140.04533608732208,,,0.49999999999999994,0.8660254037844387,0.6421812651401089,-0.7665528179473671,,0,0.69,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000062,ASS_26.45006_91.50000,Assam,2015-01-08,26.450059087754227,91.5,0,background_control,0.0,0.0,6.55,6.55,6.68,,5.65,0.65,0.62,0.6571428571428573,57.1220817565918,4.4461735466635455,2.490509520453429,,,0.49999999999999994,0.8660254037844387,0.04345390430471427,0.9990554329969267,,0,0.65,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0000063,ASS_26.53414_93.50000,Assam,2015-01-08,26.534137964109377,93.5,0,background_control,0.26,0.26,10.74,10.74,11.15,,9.27,0.67,0.65,0.6757142857142858,175.15724182128906,15.509975511280814,5.3726313691009295,,,0.49999999999999994,0.8660254037844387,0.09363274980768627,0.9956068039961615,,0,0.67,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
